datetime,symbol,open,high,low,close,volume
2018-09-27,BITKUB:ETHTHB,7099.0,7241.0,6843.0,7099.0,1361.82409652
2018-09-28,BITKUB:ETHTHB,7060.0,7576.0,7010.0,7179.0,1412.37166855
2018-09-29,BITKUB:ETHTHB,7179.0,7637.0,6879.0,7336.0,1798.94896612
2018-09-30,BITKUB:ETHTHB,7445.0,7681.0,7316.0,7478.0,2148.37018486
2018-10-01,BITKUB:ETHTHB,7478.0,7685.0,7200.0,7307.0,1313.01275709
2018-10-02,BITKUB:ETHTHB,7362.0,7444.0,7217.0,7240.0,2246.60113909
2018-10-03,BITKUB:ETHTHB,7242.0,7332.0,7012.0,7149.0,2018.43749265
2018-10-04,BITKUB:ETHTHB,7181.0,7336.0,7023.0,7267.0,1660.42171938
2018-10-05,BITKUB:ETHTHB,7257.0,7286.0,7056.0,7186.0,1630.23491687
2018-10-06,BITKUB:ETHTHB,7185.0,7436.0,7163.0,7177.0,1506.81794351
2018-10-07,BITKUB:ETHTHB,7247.0,7296.0,7088.0,7205.0,2389.58379705
2018-10-08,BITKUB:ETHTHB,7141.0,7419.0,7141.0,7329.0,1026.99631582
2018-10-09,BITKUB:ETHTHB,7406.0,7412.0,7252.0,7288.0,1188.54384516
2018-10-10,BITKUB:ETHTHB,7288.0,7411.0,7166.0,7390.0,3646.24698776
2018-10-11,BITKUB:ETHTHB,7308.0,7409.0,6407.0,6551.0,2697.41516546
2018-10-12,BITKUB:ETHTHB,6643.0,6703.0,6202.0,6439.0,3490.23442723
2018-10-13,BITKUB:ETHTHB,6439.0,6655.0,6354.0,6526.0,3221.64005019
2018-10-14,BITKUB:ETHTHB,6526.0,6676.0,6483.0,6551.0,2698.16145945
2018-10-15,BITKUB:ETHTHB,6551.0,7405.0,6315.0,6811.0,1505.51111499
2018-10-16,BITKUB:ETHTHB,6822.0,6931.0,6401.0,6608.0,1332.52172751
2018-10-17,BITKUB:ETHTHB,6610.0,6760.0,6494.0,6577.0,1926.27629258
2018-10-18,BITKUB:ETHTHB,6566.0,6690.0,6516.0,6603.0,1200.16480785
2018-10-19,BITKUB:ETHTHB,6602.0,6620.0,6401.0,6506.0,1314.43399691
2018-10-20,BITKUB:ETHTHB,6504.0,6649.0,6493.0,6506.0,662.84418919
2018-10-21,BITKUB:ETHTHB,6512.0,6690.0,6494.0,6608.0,730.33127554
2018-10-22,BITKUB:ETHTHB,6530.0,6609.0,6437.0,6545.0,924.48338142
2018-10-23,BITKUB:ETHTHB,6546.0,6576.0,6400.0,6519.0,964.21969977
2018-10-24,BITKUB:ETHTHB,6526.0,6631.0,6456.0,6592.0,1633.16683144
2018-10-25,BITKUB:ETHTHB,6589.0,6590.0,6400.0,6553.0,1440.36705771
2018-10-26,BITKUB:ETHTHB,6460.0,6691.0,6443.0,6515.0,682.45984724
2018-10-27,BITKUB:ETHTHB,6517.0,6593.0,6494.0,6563.0,868.17230463
2018-10-28,BITKUB:ETHTHB,6562.0,6627.0,6528.0,6534.0,699.79397641
2018-10-29,BITKUB:ETHTHB,6614.0,6624.0,6301.0,6439.0,750.00514651
2018-10-30,BITKUB:ETHTHB,6438.0,6448.0,6330.0,6435.0,512.92214498
2018-10-31,BITKUB:ETHTHB,6368.0,6524.0,6336.0,6515.0,1210.19491522
2018-11-01,BITKUB:ETHTHB,6515.0,6535.0,6394.0,6433.0,1850.26565015
2018-11-02,BITKUB:ETHTHB,6433.0,6583.0,6428.0,6522.0,2256.51843905
2018-11-03,BITKUB:ETHTHB,6521.0,6584.0,6431.0,6437.0,1564.6716816
2018-11-04,BITKUB:ETHTHB,6468.0,6724.0,6414.0,6626.0,2952.94641699
2018-11-05,BITKUB:ETHTHB,6630.0,7085.0,6621.0,6815.0,2357.91337055
2018-11-06,BITKUB:ETHTHB,6760.0,7054.0,6674.0,6915.0,3049.19275571
2018-11-07,BITKUB:ETHTHB,6915.0,7191.0,6501.0,7102.0,1264.95713916
2018-11-08,BITKUB:ETHTHB,7006.0,7134.0,6320.0,6862.0,548.28767497
2018-11-09,BITKUB:ETHTHB,6870.0,6960.0,6745.0,6795.0,1579.97846743
2018-11-10,BITKUB:ETHTHB,6795.0,6941.0,6720.0,6929.0,1965.91920178
2018-11-11,BITKUB:ETHTHB,6936.0,7025.0,6747.0,6782.0,2041.21931518
2018-11-12,BITKUB:ETHTHB,6887.0,6998.0,6770.0,6886.0,1891.35873203
2018-11-13,BITKUB:ETHTHB,6886.0,6958.0,6851.0,6861.0,1757.41481954
2018-11-14,BITKUB:ETHTHB,6870.0,6872.0,5812.0,6123.0,2003.04474808
2018-11-15,BITKUB:ETHTHB,6265.0,6433.0,5613.0,5926.0,2633.03684947
2018-11-16,BITKUB:ETHTHB,5982.0,6099.0,5733.0,5909.0,2380.28111576
2018-11-17,BITKUB:ETHTHB,5909.0,5919.0,5701.0,5811.0,2412.34099071
2018-11-18,BITKUB:ETHTHB,5815.0,5915.0,5711.0,5763.0,2283.95165515
2018-11-19,BITKUB:ETHTHB,5768.0,5994.0,5003.0,5122.0,2335.81918795
2018-11-20,BITKUB:ETHTHB,4991.0,5057.0,3700.0,4741.0,1661.10477783
2018-11-21,BITKUB:ETHTHB,4736.0,4857.0,4098.0,4512.0,3234.31543482
2018-11-22,BITKUB:ETHTHB,4400.0,4550.0,4208.0,4365.0,3150.58482753
2018-11-23,BITKUB:ETHTHB,4360.0,4412.0,3900.0,4020.0,2838.1705312
2018-11-24,BITKUB:ETHTHB,4027.0,4259.0,3903.0,3968.0,2932.38183348
2018-11-25,BITKUB:ETHTHB,4041.0,4064.0,3333.0,3671.0,2834.4954471
2018-11-26,BITKUB:ETHTHB,3673.0,3961.0,3441.0,3562.0,2669.71830917
2018-11-27,BITKUB:ETHTHB,3660.0,3692.0,3306.0,3435.0,1829.4475488
2018-11-28,BITKUB:ETHTHB,3450.0,3924.0,3439.0,3777.0,1278.75383382
2018-11-29,BITKUB:ETHTHB,3871.0,4138.0,3775.0,3947.0,2473.18289587
2018-11-30,BITKUB:ETHTHB,3844.0,3964.0,3586.0,3792.0,2329.40839224
2018-12-01,BITKUB:ETHTHB,3794.0,3898.0,3561.0,3873.0,2591.87030043
2018-12-02,BITKUB:ETHTHB,3909.0,3956.0,3706.0,3736.0,2679.37260377
2018-12-03,BITKUB:ETHTHB,3736.0,3829.0,3511.0,3549.0,1749.20869542
2018-12-04,BITKUB:ETHTHB,3549.0,3695.0,3459.0,3653.0,1691.39334565
2018-12-05,BITKUB:ETHTHB,3631.0,3644.0,3374.0,3374.0,1509.75268618
2018-12-06,BITKUB:ETHTHB,3386.0,3420.0,3140.0,3230.0,1972.44732422
2018-12-07,BITKUB:ETHTHB,3229.0,3232.0,2702.0,2744.0,1795.55045051
2018-12-08,BITKUB:ETHTHB,2745.0,3202.0,2703.0,2830.0,3180.03691376
2018-12-09,BITKUB:ETHTHB,2912.0,3086.0,2727.0,3032.0,2734.50289962
2018-12-10,BITKUB:ETHTHB,3078.0,3173.0,2868.0,2976.0,2697.59922731
2018-12-11,BITKUB:ETHTHB,2970.0,3011.0,2795.0,2851.0,1471.10159616
2018-12-12,BITKUB:ETHTHB,2878.0,2938.0,2802.0,2906.0,874.91641301
2018-12-13,BITKUB:ETHTHB,2895.0,2987.0,2848.0,2887.0,1638.632293
2018-12-14,BITKUB:ETHTHB,2887.0,2954.0,2700.0,2774.0,637.43008093
2018-12-15,BITKUB:ETHTHB,2770.0,2797.0,2662.0,2730.0,1653.1960458
2018-12-16,BITKUB:ETHTHB,2730.0,2873.0,2701.0,2833.0,1960.73571522
2018-12-17,BITKUB:ETHTHB,2833.0,2955.0,2748.0,2920.0,1583.85366226
2018-12-18,BITKUB:ETHTHB,2934.0,3153.0,2925.0,3106.0,1401.86272512
2018-12-19,BITKUB:ETHTHB,3140.0,3555.0,3140.0,3334.0,886.03316197
2018-12-20,BITKUB:ETHTHB,3312.0,3775.0,3188.0,3775.0,1774.7350097
2018-12-21,BITKUB:ETHTHB,3679.0,3865.0,3472.0,3611.0,1859.57701205
2018-12-22,BITKUB:ETHTHB,3619.0,3728.0,3400.0,3598.0,1616.25353209
2018-12-23,BITKUB:ETHTHB,3552.0,4341.0,3513.0,4123.0,1422.40437405
2018-12-24,BITKUB:ETHTHB,4102.0,5180.0,4093.0,4702.0,2423.63596595
2018-12-25,BITKUB:ETHTHB,4820.0,4883.0,3900.0,3900.0,818.54992785
2018-12-26,BITKUB:ETHTHB,4109.0,4413.0,4001.0,4149.0,2339.42284752
2018-12-27,BITKUB:ETHTHB,4040.0,4315.0,3901.0,4060.0,2695.3708764
2018-12-28,BITKUB:ETHTHB,4060.0,4396.0,3605.0,4201.0,2220.7892968
2018-12-29,BITKUB:ETHTHB,4217.0,4500.0,4203.0,4266.0,1966.80930065
2018-12-30,BITKUB:ETHTHB,4272.0,4745.0,4187.0,4458.0,2470.47339156
2018-12-31,BITKUB:ETHTHB,4461.0,4557.0,4262.0,4453.0,2231.38527634
2019-01-01,BITKUB:ETHTHB,4454.0,4475.0,4260.0,4290.0,1162.30134283
2019-01-02,BITKUB:ETHTHB,4271.0,4900.0,4271.0,4831.0,428.43935715
2019-01-03,BITKUB:ETHTHB,4891.0,5000.0,4682.0,4833.0,1062.90501737
2019-01-04,BITKUB:ETHTHB,4877.0,5121.0,4638.0,4748.0,915.48854257
2019-01-05,BITKUB:ETHTHB,4748.0,5210.0,4500.0,4940.0,1643.05577129
2019-01-06,BITKUB:ETHTHB,4940.0,5075.0,4756.0,4985.0,1590.4150923
2019-01-07,BITKUB:ETHTHB,5017.0,5089.0,4836.0,4992.0,636.07850788
2019-01-08,BITKUB:ETHTHB,4987.0,5008.0,4644.0,4724.0,908.7648569
2019-01-09,BITKUB:ETHTHB,4724.0,4895.0,4724.0,4868.0,1418.38223647
2019-01-10,BITKUB:ETHTHB,4782.0,4896.0,3975.0,4102.0,2593.27539421
2019-01-11,BITKUB:ETHTHB,4102.0,4170.0,3883.0,4091.0,2062.23223339
2019-01-12,BITKUB:ETHTHB,4091.0,4134.0,3995.0,4102.0,824.63396911
2019-01-13,BITKUB:ETHTHB,4098.0,4099.0,3784.0,3784.0,808.26819947
2019-01-14,BITKUB:ETHTHB,3756.0,4148.0,3668.0,4036.0,1362.28557824
2019-01-15,BITKUB:ETHTHB,4044.0,4229.0,3999.0,4150.0,1382.05069274
2019-01-16,BITKUB:ETHTHB,4143.0,4153.0,3756.0,3908.0,1520.08177285
2019-01-17,BITKUB:ETHTHB,4010.0,4010.0,3813.0,3831.0,319.48325757
2019-01-18,BITKUB:ETHTHB,3852.0,3987.99,3852.0,3987.99,76.24640286
2019-01-19,BITKUB:ETHTHB,3814.0,4076.98,3799.0,3934.0,38.00287243
2019-01-20,BITKUB:ETHTHB,3990.0,4074.0,3735.0,3861.0,533.91306159
2019-01-21,BITKUB:ETHTHB,3861.0,3868.0,3673.0,3806.0,823.14377372
2019-01-22,BITKUB:ETHTHB,3808.0,3808.0,3613.0,3736.0,1358.13514113
2019-01-23,BITKUB:ETHTHB,3736.0,3850.0,3716.0,3812.0,1313.52558043
2019-01-24,BITKUB:ETHTHB,3794.0,3808.0,3631.0,3730.0,325.85618619
2019-01-25,BITKUB:ETHTHB,3653.0,3775.0,3634.0,3721.0,1327.76977105
2019-01-26,BITKUB:ETHTHB,3642.0,3738.0,3611.0,3716.0,1314.75925426
2019-01-27,BITKUB:ETHTHB,3718.0,3724.0,3514.0,3637.0,937.95578679
2019-01-28,BITKUB:ETHTHB,3539.0,3646.0,3199.0,3287.0,2303.27421903
2019-01-29,BITKUB:ETHTHB,3287.0,3403.0,3201.0,3366.0,2135.60649732
2019-01-30,BITKUB:ETHTHB,3364.0,3486.0,3248.0,3363.0,1422.68610606
2019-01-31,BITKUB:ETHTHB,3363.0,3496.99,3248.0,3271.0,866.38445188
2019-02-01,BITKUB:ETHTHB,3265.0,3390.0,3213.0,3256.0,516.82523913
2019-02-02,BITKUB:ETHTHB,3256.0,3420.0,3230.0,3386.0,468.47594856
2019-02-03,BITKUB:ETHTHB,3380.0,3469.0,3287.0,3401.0,772.60101719
2019-02-04,BITKUB:ETHTHB,3369.0,3407.0,3270.0,3309.0,532.10729131
2019-02-05,BITKUB:ETHTHB,3303.0,3398.0,3300.0,3375.0,607.58683133
2019-02-06,BITKUB:ETHTHB,3385.0,3385.0,3100.0,3204.0,1116.61107848
2019-02-07,BITKUB:ETHTHB,3203.0,3338.0,3150.0,3303.0,714.55584738
2019-02-08,BITKUB:ETHTHB,3288.0,3666.0,3195.0,3572.0,931.9462005
2019-02-09,BITKUB:ETHTHB,3600.0,3749.0,3600.0,3732.99,179.00769811
2019-02-10,BITKUB:ETHTHB,3660.0,3740.0,3379.01,3610.0,301.6163248
2019-02-11,BITKUB:ETHTHB,3608.0,3895.0,3602.0,3726.0,2793.90259614
2019-02-12,BITKUB:ETHTHB,3702.0,3751.0,3632.0,3670.0,1421.78742359
2019-02-13,BITKUB:ETHTHB,3670.0,3897.0,3670.0,3721.0,949.58045365
2019-02-14,BITKUB:ETHTHB,3793.0,3870.0,3727.0,3820.0,1346.35915813
2019-02-15,BITKUB:ETHTHB,3821.0,3831.0,3748.0,3804.0,799.79902824
2019-02-16,BITKUB:ETHTHB,3803.0,3859.0,3752.0,3785.0,661.95768817
2019-02-17,BITKUB:ETHTHB,3783.0,3999.0,3770.0,3898.0,2103.39161223
2019-02-18,BITKUB:ETHTHB,3991.0,4568.0,3898.0,4446.0,1556.24317531
2019-02-19,BITKUB:ETHTHB,4542.0,4682.0,4361.0,4605.0,1962.56295187
2019-02-20,BITKUB:ETHTHB,4596.0,4596.0,4312.0,4501.0,1021.7050669
2019-02-21,BITKUB:ETHTHB,4501.0,4592.0,4381.0,4496.0,881.72378434
2019-02-22,BITKUB:ETHTHB,4500.0,4580.0,4419.0,4580.0,691.79077576
2019-02-23,BITKUB:ETHTHB,4580.0,4695.0,4485.01,4693.0,307.82599969
2019-02-24,BITKUB:ETHTHB,4711.0,5169.0,3450.0,4299.0,3863.29542128
2019-02-25,BITKUB:ETHTHB,4305.0,4431.0,4124.0,4277.0,1648.65517091
2019-02-26,BITKUB:ETHTHB,4359.0,4400.0,4243.0,4320.0,352.67962404
2019-02-27,BITKUB:ETHTHB,4320.0,4410.0,4172.0,4318.0,481.45380301
2019-02-28,BITKUB:ETHTHB,4318.0,4335.0,4002.0,4314.0,1494.96821912
2019-03-01,BITKUB:ETHTHB,4313.0,4321.0,4131.0,4313.0,1921.4796543
2019-03-02,BITKUB:ETHTHB,4202.0,4330.0,4042.0,4168.0,910.87229468
2019-03-03,BITKUB:ETHTHB,4171.0,4236.0,4097.0,4179.0,1097.14093438
2019-03-04,BITKUB:ETHTHB,4179.0,4191.0,3836.0,4036.0,1617.79887168
2019-03-05,BITKUB:ETHTHB,4036.0,4288.0,3886.0,4223.0,1157.30027822
